,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2381,City Hotel,1,36,2018,August,32,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-07-31
2382,City Hotel,1,112,2018,August,32,7,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2018-06-20
2383,City Hotel,1,125,2018,August,32,7,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2018-04-06
2384,City Hotel,1,92,2018,August,32,7,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1,Canceled,2018-07-25
2385,City Hotel,1,92,2018,August,32,7,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,2,Canceled,2018-07-25
2386,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2387,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2388,City Hotel,1,30,2018,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2018-08-01
2389,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2390,City Hotel,1,1,2018,August,32,8,1,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,50.8,0,0,Canceled,2018-08-08
2391,City Hotel,1,30,2018,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2018-08-01
2392,City Hotel,1,30,2018,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2018-08-01
2393,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2394,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2395,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2396,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2397,City Hotel,1,30,2018,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2018-08-01
2398,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2399,City Hotel,1,30,2018,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2018-08-01
2400,City Hotel,1,30,2018,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2018-08-01
2401,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2402,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2403,City Hotel,1,30,2018,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2018-08-01
2404,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2405,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2406,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2407,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2408,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2409,City Hotel,1,124,2018,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2018-08-01
2410,City Hotel,1,16,2018,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-06
2411,City Hotel,1,16,2018,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-06
2412,City Hotel,1,16,2018,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-06
2413,City Hotel,1,16,2018,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-06
2414,City Hotel,1,16,2018,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-06
2415,City Hotel,1,145,2018,August,33,9,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2018-06-15
2416,City Hotel,1,39,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-04
2417,City Hotel,1,39,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-04
2418,City Hotel,1,2,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,98.0,0,1,Canceled,2018-08-10
2419,City Hotel,1,39,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-04
2420,City Hotel,1,39,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-04
2421,City Hotel,1,39,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-04
2422,City Hotel,1,4,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,75.0,0,0,Canceled,2018-08-10
2423,City Hotel,1,39,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-04
2424,City Hotel,1,39,2018,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-04
2425,City Hotel,1,1,2018,August,33,10,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,9.0,0,Transient,105.0,0,0,Canceled,2018-08-09
2426,City Hotel,1,121,2018,August,33,10,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2018-05-05
2427,City Hotel,1,5,2018,August,33,10,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,90.0,0,0,Canceled,2018-08-06
2428,City Hotel,1,0,2018,August,33,10,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,75.0,0,2,Canceled,2018-08-10
2429,City Hotel,1,1,2018,August,33,11,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,38.0,0,Transient,70.0,0,0,Canceled,2018-08-11
2430,City Hotel,1,97,2018,August,33,11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2018-07-09
2431,City Hotel,1,85,2018,August,33,11,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,50.3,0,0,Canceled,2018-07-09
2432,City Hotel,1,3,2018,August,33,11,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,153.0,0,0,Canceled,2018-08-10
2433,City Hotel,1,147,2018,August,33,11,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2018-08-10
2434,City Hotel,1,89,2018,August,33,11,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2018-05-29
2435,City Hotel,1,0,2018,August,33,12,0,1,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,62.8,0,0,Canceled,2018-08-12
2436,City Hotel,1,41,2018,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-07
2437,City Hotel,1,4,2018,August,33,12,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1,Canceled,2018-08-08
2438,City Hotel,1,41,2018,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-07
2439,City Hotel,1,41,2018,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-07
2440,City Hotel,1,41,2018,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2018-08-07
2441,City Hotel,1,1,2018,August,33,12,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,110.0,0,0,Canceled,2018-08-11
2442,City Hotel,1,7,2018,August,33,12,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,90.0,0,1,Canceled,2018-08-06
2443,City Hotel,1,5,2018,August,33,13,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,1,Canceled,2018-08-08
2444,City Hotel,1,87,2018,August,33,13,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2018-08-11
2445,City Hotel,1,8,2018,August,33,13,2,5,2,,0,BB,PRT,Online TA,Undefined,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1,Canceled,2018-08-09
2446,City Hotel,1,87,2018,August,33,14,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,12.0,0,0,Canceled,2018-06-15
2447,City Hotel,1,87,2018,August,33,14,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,12.0,0,0,Canceled,2018-06-15
2448,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2449,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2450,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2451,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2452,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2453,City Hotel,1,1,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-08-13
2454,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2455,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2456,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-08-10
2457,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2458,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2459,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2460,City Hotel,1,87,2018,August,33,14,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,12.0,0,0,Canceled,2018-06-15
2461,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2462,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2463,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2464,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2465,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2466,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2467,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2468,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2469,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2470,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2471,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2472,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2473,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2474,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2475,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2476,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2477,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2478,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2479,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2480,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2481,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2482,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2483,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2484,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2485,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2486,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2487,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2488,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2489,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2490,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2491,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2492,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2493,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2494,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2495,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2496,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2497,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2498,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2499,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2500,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2501,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2502,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2503,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2504,City Hotel,1,0,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Canceled,2018-08-14
2505,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2506,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2507,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2508,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2509,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
2510,City Hotel,1,39,2018,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2018-07-06
